Account No,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
250957494,31,53,655.5,1,1,3,113
252419513,31,12,191.88000000000002,1,4,4,144
252701364,31,41,621.63,1,3,3,133
252760664,31,57,2958.17,1,1,1,111
252964502,31,12,191.88000000000002,1,4,4,144
254018059,31,35,701.6800000000001,1,3,2,132
254853117,31,27,470.71000000000004,1,4,3,143
255814263,27,25,1054.48,1,4,1,141
256002321,31,27,635.25,1,4,3,143
256045540,364,1,31.95,4,4,4,444
257633312,31,48,1159.44,1,2,1,121
258201793,61,32,841.5699999999999,4,3,2,432
259015404,31,51,1746.0900000000004,1,1,1,111
261793952,31,63,834.4300000000001,1,1,2,112
261894284,31,43,693.6100000000001,1,2,2,122
262767079,31,37,515.62,1,3,3,133
263882093,31,37,438.70000000000005,1,3,3,133
264208990,31,52,1134.38,1,1,1,111
264550521,31,46,531.6200000000001,1,2,3,123
266777719,30,21,419.34000000000003,1,4,4,144
270374623,31,37,372.88,1,3,4,134
272538745,31,47,731.3900000000001,1,2,2,122
274818272,31,47,622.45,1,2,3,123
277562576,30,40,590.52,1,3,3,133
279149837,27,65,1157.43,1,1,1,111
280130290,31,36,754.5500000000001,1,3,2,132
280200287,31,23,271.77000000000004,1,4,4,144
280990953,31,61,1021.96,1,1,1,111
282046994,31,42,798.83,1,2,2,122
282837512,31,38,671.6600000000002,1,3,2,132
283027736,31,40,592.61,1,3,3,133
284161641,31,50,1491.52,1,1,1,111
284905540,31,12,191.88000000000002,1,4,4,144
285115279,31,40,495.69000000000005,1,3,3,133
285220959,31,61,1347.3400000000001,1,1,1,111
285428103,31,45,848.45,1,2,2,122
285873880,31,56,1585.3400000000001,1,1,1,111
287230540,31,71,1155.91,1,1,1,111
287480331,31,40,969.57,1,3,2,132
290751280,31,35,737.69,1,3,2,132
290818242,31,28,387.62,1,4,4,144
291128777,31,25,269.78000000000003,1,4,4,144
291580432,31,33,492.7300000000001,1,3,3,133
293191074,31,45,630.6400000000001,1,2,3,123
293609137,31,41,623.54,1,3,3,133
294474095,31,42,752.53,1,2,2,122
296770890,31,25,898.6800000000001,1,4,2,142
297823329,31,70,1152.92,1,1,1,111
298000165,31,31,636.6800000000001,1,3,3,133
298007503,31,22,417.2300000000001,1,4,4,144
299871610,31,48,2075.3500000000004,1,2,1,121
300095518,31,36,1259.58,1,3,1,131
303843160,29,50,781.1800000000001,1,1,2,112
304455868,31,60,1007.4300000000001,1,1,1,111
305778936,31,50,984.48,1,1,1,111
308068836,31,58,1581.3000000000002,1,1,1,111
308505160,31,38,1493.51,1,3,1,131
308897841,31,37,854.6200000000001,1,3,2,132
310171581,31,37,823.64,1,3,2,132
310375875,31,43,1382.01,1,2,1,121
310620484,31,66,1190.19,1,1,1,111
310740977,31,59,2563.2,1,1,1,111
311467864,31,44,759.5900000000001,1,2,2,122
315078351,31,40,578.61,1,3,3,133
315546581,31,53,860.49,1,1,2,112
316793091,31,44,881.5300000000001,1,2,2,122
317161035,31,44,668.6500000000001,1,2,2,122
321372947,92,29,289.77000000000004,4,4,4,444
322221939,30,60,1177.6000000000001,1,1,1,111
322720763,31,12,95.87999999999998,1,4,4,144
324046160,31,46,910.5500000000001,1,2,2,122
324224854,31,12,191.88000000000002,1,4,4,144
329840194,31,48,1104.7000000000003,1,2,1,121
331048953,31,37,944.47,1,3,2,132
331450202,31,43,756.94,1,2,2,122
331684336,184,6,146.8,4,4,4,444
333054026,31,59,864.56,1,1,2,112
335698481,31,26,349.72,1,4,4,144
336171116,31,26,410.64000000000004,1,4,4,144
336557504,25,27,526.4000000000001,1,4,3,143
337184232,31,40,585.6400000000001,1,3,3,133
337771621,31,48,550.5899999999999,1,2,3,123
338022396,152,3,30.95,4,4,4,444
339791565,31,35,448.6700000000001,1,3,3,133
340295966,31,31,539.72,1,3,3,133
340321732,31,38,947.58,1,3,2,132
340680761,31,37,571.69,1,3,3,133
344219145,31,12,191.88000000000002,1,4,4,144
344522228,31,38,550.6600000000001,1,3,3,133
344843570,31,13,213.86000000000004,1,4,4,144
345514953,31,12,191.88000000000002,1,4,4,144
345582855,31,12,191.88000000000002,1,4,4,144
346874167,31,40,738.6400000000001,1,3,2,132
347110339,30,87,1452.6100000000001,1,1,1,111
348325817,31,13,226.51000000000002,1,4,4,144
348460748,31,28,374.65000000000003,1,4,4,144
348525881,31,44,601.4200000000001,1,2,3,123
349107386,31,54,934.45,1,1,2,112
349614277,31,43,691.55,1,2,2,122
350921975,31,42,727.5900000000001,1,2,2,122
352291960,31,22,293.61000000000007,1,4,4,144
352899149,31,26,789.0299999999999,1,4,2,142
354894456,31,42,688.6,1,2,2,122
355602925,31,53,719.45,1,1,2,112
355733816,239,1,15.98,4,4,4,444
355940285,31,49,1836.3600000000001,1,2,1,121
357651163,31,53,592.52,1,1,3,113
358836279,31,41,819.4100000000001,1,3,2,132
358846516,31,44,668.61,1,2,2,122
361955473,61,38,1084.59,4,3,1,431
364357875,31,46,1593.5800000000002,1,2,1,121
364396689,31,32,401.85,1,3,4,134
365608668,31,35,482.57000000000005,1,3,3,133
366477356,31,25,352.66999999999996,1,4,4,144
366550080,31,12,191.88000000000002,1,4,4,144
370521542,31,42,428.62,1,2,3,123
370757362,31,51,1932.31,1,1,1,111
373163757,31,48,769.29,1,2,2,122
373875019,28,76,1647.7400000000002,1,1,1,111
374994043,31,35,452.6700000000001,1,3,3,133
376271050,31,12,95.87999999999998,1,4,4,144
380228542,31,53,1046.41,1,1,1,111
380911501,31,12,191.88000000000002,1,4,4,144
382862215,31,42,644.6300000000001,1,2,3,123
383345285,31,26,503.73,1,4,3,143
383625050,31,24,287.76,1,4,4,144
383833857,27,103,2038.8600000000001,1,1,1,111
384497904,30,47,1102.52,1,2,1,121
385685918,31,32,467.70000000000005,1,3,3,133
386277162,31,51,1177.3700000000001,1,1,1,111
386729293,31,12,191.88000000000002,1,4,4,144
387957305,31,12,191.88000000000002,1,4,4,144
388862238,31,32,305.71000000000004,1,3,4,134
390747457,31,40,695.57,1,3,2,132
391559884,31,35,445.6700000000001,1,3,3,133
391688371,31,61,1119.3100000000002,1,1,1,111
392270893,31,45,1305.49,1,2,1,121
392790315,31,46,626.51,1,2,3,123
395284483,31,43,514.61,1,2,3,123
395654270,31,40,788.6,1,3,2,132
398429109,31,43,1058.48,1,2,1,121
399144202,31,43,563.6600000000001,1,2,3,123
399538448,31,39,388.69000000000005,1,3,4,134
401293808,31,34,401.71000000000004,1,3,4,134
402438092,31,49,636.55,1,2,3,123
403383649,29,111,2443.1299999999997,1,1,1,111
403765849,31,46,538.5400000000001,1,2,3,123
403902116,31,39,616.61,1,3,3,133
405416860,31,50,1145.48,1,1,1,111
405945930,31,20,410.6,1,4,4,144
406772240,31,48,972.5,1,2,2,122
406862520,31,49,904.51,1,2,2,122
407323346,31,21,191.85000000000002,1,4,4,144
407574996,31,44,1391.33,1,2,1,121
408057540,31,49,1109.8600000000001,1,2,1,121
409370545,31,37,1084.7,1,3,1,131
409971170,31,61,1291.5600000000002,1,1,1,111
412823730,31,24,287.76,1,4,4,144
413557825,61,15,306.54999999999995,4,4,4,444
414805878,31,24,287.76,1,4,4,144
416060965,31,12,191.88000000000002,1,4,4,144
417850087,31,42,618.61,1,2,3,123
418717120,31,38,478.6500000000001,1,3,3,133
419084831,31,31,372.72,1,3,4,134
419550103,31,62,1623.2100000000003,1,1,1,111
420109571,31,46,1201.5000000000002,1,2,1,121
421475159,31,33,801.59,1,3,2,132
421881811,31,36,547.62,1,3,3,133
422955974,31,41,1148.3300000000002,1,3,1,131
423208402,31,45,545.6,1,2,3,123
424397946,31,50,2737.1699999999996,1,1,1,111
424927189,31,42,950.6100000000001,1,2,2,122
425730826,31,28,502.76,1,4,3,143
425964226,31,43,1549.26,1,2,1,121
426466211,31,39,714.6,1,3,2,132
426474982,31,12,191.88000000000002,1,4,4,144
427909748,31,38,630.5600000000001,1,3,3,133
429235692,31,43,500.59000000000003,1,2,3,123
429556122,31,44,1390.5,1,2,1,121
430910686,31,13,421.88000000000005,1,4,4,144
433837402,31,70,1522.93,1,1,1,111
433917275,31,40,732.6500000000001,1,3,2,132
435313070,31,18,415.55000000000007,1,4,4,144
435984758,31,47,855.5300000000001,1,2,2,122
436430134,31,41,518.63,1,3,3,133
441142605,31,45,713.5,1,2,2,122
441274121,31,63,1011.74,1,1,1,111
442070890,29,29,433.41999999999996,1,4,3,143
442079728,30,7,181.73000000000002,1,4,4,144
444371478,31,19,301.7300000000001,1,4,4,144
444428189,31,50,809.47,1,1,2,112
445240363,31,44,729.55,1,2,2,122
448004226,31,52,1088.3500000000001,1,1,1,111
448279144,30,58,922.2900000000002,1,1,2,112
449387287,31,26,335.69000000000005,1,4,4,144
449871732,29,55,1151.1000000000001,1,1,1,111
450896297,31,40,605.75,1,3,3,133
452974357,31,36,719.6,1,3,2,132
454129843,27,40,537.31,1,3,3,133
454356905,31,12,95.87999999999998,1,4,4,144
455052690,30,46,662.51,1,2,3,123
455831435,31,47,498.56000000000006,1,2,3,123
456221621,31,24,287.76,1,4,4,144
456246119,31,26,658.6099999999999,1,4,3,143
460463595,31,35,726.7,1,3,2,132
461029994,31,31,385.7300000000001,1,3,4,134
461990622,31,43,705.6400000000001,1,2,2,122
462962606,31,62,1412.31,1,1,1,111
466649401,31,41,1020.6200000000001,1,3,1,131
467207141,31,38,804.5800000000002,1,3,2,132
469330905,31,41,861.6,1,3,2,132
469561218,31,34,732.6500000000001,1,3,2,132
471897866,31,47,739.54,1,2,2,122
472213568,31,61,1008.4300000000001,1,1,1,111
472995101,31,46,824.5400000000001,1,2,2,122
474301748,31,45,705.5899999999999,1,2,2,122
474951915,31,27,354.78,1,4,4,144
475117511,31,57,1182.14,1,1,1,111
475277431,61,36,1267.54,4,3,1,431
478412511,31,47,805.5500000000001,1,2,2,122
478651121,31,39,708.6400000000001,1,3,2,132
478986718,92,1,34.95,4,4,4,444
479366718,92,34,1156.59,4,3,1,431
479456865,31,36,893.6400000000001,1,3,2,132
480198977,31,45,702.6400000000001,1,2,2,122
480557476,31,51,961.6700000000001,1,1,2,112
482513594,31,12,95.87999999999998,1,4,4,144
486495235,31,50,561.53,1,1,3,113
487051121,31,37,835.6300000000001,1,3,2,132
489964679,31,18,270.95,1,4,4,144
490790931,31,44,1163.5300000000002,1,2,1,121
490868147,31,58,739.46,1,1,2,112
491392945,31,43,802.46,1,2,2,122
492058070,31,48,839.19,1,2,2,122
492215823,31,52,920.9100000000001,1,1,2,112
492850697,30,36,1139.92,1,3,1,131
493571342,31,12,191.88000000000002,1,4,4,144
493640090,31,37,641.6800000000001,1,3,3,133
493855007,31,41,965.6200000000001,1,3,2,132
494156462,31,12,191.88000000000002,1,4,4,144
494156986,31,53,842.46,1,1,2,112
494789005,31,42,602.6300000000001,1,2,3,123
494977194,31,46,1389.27,1,2,1,121
496395938,31,41,580.53,1,3,3,133
496674181,31,29,388.72,1,4,4,144
496865819,31,43,801.46,1,2,2,122
497772347,31,43,534.61,1,2,3,123
497809732,31,12,191.88000000000002,1,4,4,144
499244466,31,56,713.4,1,1,2,112
499410772,31,33,339.76,1,3,4,134
500043411,31,38,724.5500000000001,1,3,2,132
500051919,31,26,468.48,1,4,3,143
500843551,31,33,531.73,1,3,3,133
503575533,31,41,815.55,1,3,2,132
504055745,31,43,856.6200000000001,1,2,2,122
506618547,29,14,147.17,1,4,4,144
508518911,31,51,1083.21,1,1,1,111
509627909,31,37,469.68000000000006,1,3,3,133
510101371,31,26,313.14,1,4,4,144
511179916,31,65,1780.2600000000002,1,1,1,111
512989907,31,39,1026.6200000000001,1,3,1,131
514362267,31,50,1099.49,1,1,1,111
516051449,28,83,1578.6000000000001,1,1,1,111
517190750,31,40,525.6800000000001,1,3,3,133
517934629,31,24,287.76,1,4,4,144
518378868,31,32,424.75,1,3,3,133
518466565,61,32,733.44,4,3,2,432
518474507,31,53,931.0500000000001,1,1,2,112
518746136,31,46,1191.48,1,2,1,121
519644021,31,36,440.68000000000006,1,3,3,133
519649533,31,64,919.3199999999999,1,1,2,112
519933553,31,43,635.5600000000001,1,2,3,123
519935524,31,27,297.87,1,4,4,144
520239952,31,12,95.87999999999998,1,4,4,144
520418719,29,31,779.5100000000002,1,3,2,132
520447032,29,51,2537.04,1,1,1,111
521611005,31,26,388.61,1,4,4,144
522188082,27,36,826.9899999999999,1,3,2,132
524425303,31,38,905.48,1,3,2,132
525524239,27,15,251.80000000000004,1,4,4,144
527842638,31,42,1108.45,1,2,1,121
531186970,31,33,462.67,1,3,3,133
532478725,27,44,823.41,1,2,2,122
532525712,31,48,1001.53,1,2,1,121
534097839,31,35,452.71000000000004,1,3,3,133
534204159,182,1,29.96,4,4,4,444
534325901,31,50,933.6300000000001,1,1,2,112
534583529,31,44,850.6200000000001,1,2,2,122
534908754,31,12,191.88000000000002,1,4,4,144
535273662,31,37,474.6700000000001,1,3,3,133
535744551,31,47,551.6,1,2,3,123
535804582,31,31,409.7500000000001,1,3,4,134
536924114,31,41,628.5,1,3,3,133
537487133,31,46,726.58,1,2,2,122
538003940,31,44,1054.42,1,2,1,121
540159353,31,22,363.7700000000001,1,4,4,144
541639148,30,56,1310.81,1,1,1,111
544961962,31,37,2225.419999999999,1,3,1,131
546296727,31,43,440.61,1,2,3,123
546760202,31,12,191.88000000000002,1,4,4,144
547010927,29,54,1162.98,1,1,1,111
548549094,31,53,1602.41,1,1,1,111
548638376,31,12,95.87999999999998,1,4,4,144
548907062,31,50,1324.25,1,1,1,111
549414742,31,69,2037.0900000000004,1,1,1,111
550169791,61,30,1065.6599999999999,4,3,1,431
550644516,31,38,531.6700000000001,1,3,3,133
550832673,31,41,780.1299999999999,1,3,2,132
551196328,31,43,775.6199999999999,1,2,2,122
551755686,31,50,764.3500000000001,1,1,2,112
552980092,31,44,516.64,1,2,3,123
553734946,31,43,1054.54,1,2,1,121
554792076,31,49,935.5400000000001,1,2,2,122
555393405,31,59,856.36,1,1,2,112
555804115,31,38,634.42,1,3,3,133
556631012,31,42,649.5300000000001,1,2,3,123
556992209,31,50,961.54,1,1,2,112
558119802,31,43,822.5999999999999,1,2,2,122
558875206,31,22,388.58000000000004,1,4,4,144
559995067,31,40,1488.48,1,3,1,131
564214408,31,23,611.75,1,4,3,143
564744955,31,12,191.88000000000002,1,4,4,144
565175333,31,39,863.6400000000001,1,3,2,132
569687509,31,39,467.70000000000005,1,3,3,133
570269025,31,68,1355.65,1,1,1,111
570323670,25,72,1760.1599999999999,1,1,1,111
570410059,31,34,806.6600000000001,1,3,2,132
570575024,31,12,191.88000000000002,1,4,4,144
572136270,31,55,1181.04,1,1,1,111
572333122,31,40,562.69,1,3,3,133
572384506,27,50,1010.1400000000001,1,1,1,111
574548998,29,77,1889.8500000000001,1,1,1,111
575652395,31,37,572.6800000000001,1,3,3,133
576188756,31,36,494.69000000000005,1,3,3,133
578131296,30,62,1011.0500000000002,1,1,1,111
581618317,31,40,488.6500000000001,1,3,3,133
581655972,31,17,298.70000000000005,1,4,4,144
583558311,31,40,950.56,1,3,2,132
583579399,31,46,807.4100000000001,1,2,2,122
585133606,31,48,744.48,1,2,2,122
585596026,31,59,1011.4000000000001,1,1,1,111
585625048,31,44,773.5700000000002,1,2,2,122
586041848,31,56,1674.23,1,1,1,111
586315521,31,49,563.34,1,2,3,123
587202562,31,40,1395.44,1,3,1,131
587225252,48,8,211.75,4,4,4,444
588565416,31,63,1665.8000000000002,1,1,1,111
592961759,31,24,287.76,1,4,4,144
593191200,61,30,1281.5900000000001,4,3,1,431
593378953,31,52,551.54,1,1,3,113
595800644,31,48,1021.48,1,2,1,121
596171893,26,54,985.8900000000001,1,1,1,111
596328017,31,27,290.80000000000007,1,4,4,144
596463612,31,24,287.76,1,4,4,144
598586358,31,38,509.6400000000001,1,3,3,133
598793068,31,37,654.6400000000001,1,3,3,133
600185455,31,37,945.6,1,3,2,132
600585971,31,41,978.6399999999999,1,3,2,132
601627384,28,75,1359.65,1,1,1,111
603375739,31,12,191.88000000000002,1,4,4,144
603721739,29,40,1259.46,1,3,1,131
604288474,31,53,648.37,1,1,3,113
604334058,31,12,191.88000000000002,1,4,4,144
605116158,31,46,685.5500000000002,1,2,2,122
605711527,31,54,684.4300000000001,1,1,2,112
607629901,31,41,666.6400000000001,1,3,2,132
609939116,31,48,914.53,1,2,2,122
610450243,31,45,828.48,1,2,2,122
610645022,31,46,1158.5100000000002,1,2,1,121
611143859,31,51,976.51,1,1,2,112
612304466,31,51,575.54,1,1,3,113
613427466,31,58,935.2600000000001,1,1,2,112
613729471,31,12,191.88000000000002,1,4,4,144
615144184,30,43,642.3600000000001,1,2,3,123
616924659,31,12,95.87999999999998,1,4,4,144
618138606,31,43,649.6200000000001,1,2,3,123
618514666,31,63,982.14,1,1,2,112
620227043,31,19,337.68000000000006,1,4,4,144
621181115,31,22,392.58000000000004,1,4,4,144
621652856,30,5,75.9,1,4,4,144
623156843,31,34,586.6299999999999,1,3,3,133
624500124,28,37,516.59,1,3,3,133
624563756,29,46,544.47,1,2,3,123
625281433,31,55,1030.37,1,1,1,111
625658193,31,46,650.9200000000001,1,2,3,123
626989363,31,46,840.47,1,2,2,122
627622066,31,47,729.53,1,2,2,122
627723633,31,33,349.69,1,3,4,134
627917561,31,36,848.6100000000001,1,3,2,132
627936697,31,39,793.4500000000002,1,3,2,132
628470485,31,49,849.45,1,2,2,122
629078930,31,36,433.70000000000005,1,3,3,133
630468201,31,33,559.67,1,3,3,133
630691258,31,44,631.57,1,2,3,123
631111289,31,13,129.82999999999998,1,4,4,144
631744379,31,44,727.6,1,2,2,122
633345190,31,44,685.7800000000001,1,2,2,122
635679314,31,43,638.6300000000001,1,2,3,123
637433131,30,38,853.4600000000002,1,3,2,132
637649383,31,55,1519.1900000000003,1,1,1,111
639409800,31,58,725.43,1,1,2,112
639420537,31,45,598.5900000000001,1,2,3,123
639549973,31,33,428.71000000000004,1,3,3,133
641376155,30,50,654.71,1,1,3,113
641764023,31,12,95.87999999999998,1,4,4,144
642015139,31,37,642.1200000000002,1,3,3,133
642924505,31,39,646.47,1,3,3,133
643610517,31,30,377.7700000000001,1,3,4,134
644751433,31,35,648.67,1,3,3,133
647472692,31,33,881.8900000000001,1,3,2,132
647936800,31,12,191.88000000000002,1,4,4,144
648644594,31,50,679.5699999999999,1,1,2,112
651372390,31,14,251.80000000000007,1,4,4,144
651756497,31,45,1195.58,1,2,1,121
652048867,57,38,732.4300000000001,4,3,2,432
653640811,28,103,1674.4700000000003,1,1,1,111
653667523,31,51,651.53,1,1,3,113
654329190,31,64,1309.3000000000002,1,1,1,111
655368335,31,49,1040.44,1,2,1,121
655450953,31,11,175.89000000000001,1,4,4,144
655730067,31,39,573.66,1,3,3,133
656317661,26,24,431.58,1,4,3,143
656389634,31,34,760.5900000000001,1,3,2,132
656781737,31,13,230.82000000000005,1,4,4,144
657139925,31,57,651.51,1,1,3,113
657528784,31,15,242.80000000000007,1,4,4,144
659008214,31,24,287.76,1,4,4,144
659415300,31,49,806.39,1,2,2,122
660561861,31,46,1211.5,1,2,1,121
660789920,61,19,436.82,4,4,3,443
660874296,31,33,595.49,1,3,3,133
661295096,31,62,854.09,1,1,2,112
662610817,31,18,279.74,1,4,4,144
663479159,31,13,201.87000000000003,1,4,4,144
667367404,31,38,777.6200000000001,1,3,2,132
668175891,30,49,921.27,1,2,2,122
668329719,31,38,574.6700000000001,1,3,3,133
668692488,28,50,1178.2600000000002,1,1,1,111
669503912,31,33,440.6700000000001,1,3,3,133
670427480,31,53,898.52,1,1,2,112
671824917,31,33,299.71000000000004,1,3,4,134
672913754,31,69,3089.9899999999993,1,1,1,111
672994751,31,39,595.45,1,3,3,133
673025413,49,53,2272.08,4,1,1,411
673818591,31,48,920.22,1,2,2,122
675231808,31,27,722.64,1,4,2,142
675398089,364,1,35.95,4,4,4,444
675806859,31,12,191.88000000000002,1,4,4,144
678330503,31,29,366.7800000000001,1,4,4,144
678726554,30,62,1284.13,1,1,1,111
678851253,31,11,175.89000000000001,1,4,4,144
679662108,25,18,324.94000000000005,1,4,4,144
679911053,31,55,880.2,1,1,2,112
679943657,31,40,586.6600000000001,1,3,3,133
680773155,31,17,294.72,1,4,4,144
681955876,31,49,962.3500000000001,1,2,2,122
682194230,31,32,272.76,1,3,4,134
683078800,31,25,297.74,1,4,4,144
683319988,31,37,499.68000000000006,1,3,3,133
684284526,31,52,667.48,1,1,2,112
684988568,31,49,1094.21,1,2,1,121
685959099,31,55,1518.34,1,1,1,111
687135796,25,79,1508.74,1,1,1,111
688328251,31,46,728.52,1,2,2,122
688712152,31,64,1846.0900000000004,1,1,1,111
